question_id,category,subcategory,question,options_json,answer,contexts_json
809,task_coordination,multi_span,"In the cleanup task, what items did each participant handle in different events?","[""Tasha organized bowls and plates, while Jake first held bags and later collected plates and spoons."", ""Tasha organized bowls and plates, while Shure first held bags and later collected plates and spoons."", ""Tasha organized bowls and plates, while Shure first held bags and later collected bowls and chopsticks."", ""Alice organized bowls and plates, while Shure first held bags and later collected plates and spoons."", ""Alice organized bowls and plates, while Shure first held bags and later collected bowls and chopsticks.""]","Tasha organized bowls and plates, while Shure first held bags and later collected bowls and chopsticks.","{""DAY4_11450000_11500000"": [""SHURE"", ""TASHA"", ""KATRINA"", ""ALICE"", ""LUCIA"", ""JAKE""], ""DAY4_15400000_15450000"": [""JAKE"", ""SHURE"", ""TASHA"", ""KATRINA"", ""LUCIA""]}"
810,task_coordination,multi_span,"In handling packages, how did Jake guide placement and later coordination?","[""He directed packages to the second floor for organized unpacking and later coordinated by identifying packages and handing materials to Alice."", ""He directed packages to the first floor for organized unpacking and later coordinated by identifying the packages and handing the materials to Katrina."", ""He directed packages to the first floor for organized unpacking and later coordinated by identifying packages and handing materials to Katrina."", ""He directed packages to the first floor for organized unpacking and later coordinated by identifying packages and handing materials to Alice."", ""He directed packages to the second floor for organized unpacking and later coordinated by identifying packages and handing materials to Katrina.""]",He directed packages to the second floor for organized unpacking and later coordinated by identifying packages and handing materials to Katrina.,"{""DAY4_12150000_12200000"": [""KATRINA"", ""ALICE"", ""JAKE"", ""SHURE"", ""TASHA"", ""LUCIA""], ""DAY4_12550000_13000000"": [""KATRINA"", ""ALICE"", ""JAKE"", ""SHURE"", ""TASHA""]}"
811,task_coordination,multi_span,"In the flower pressing activity, what technique suggestions were made in different events?","[""Katrina proposed peeling and pressing petals individually, while Jake emphasized applying more pressure rather than focusing on base orientation."", ""Alice proposed pressing the whole flower without peeling the petals, while Shure emphasized correct base orientation."", ""Alice proposed pressing the whole flower without peeling the petals, while Jake emphasized applying more pressure rather than focusing on base orientation."", ""Katrina suggested peeling and pressing petals individually, while Jake emphasized applying more pressure rather than focusing on base orientation."", ""Katrina proposed peeling and pressing petals individually, while Shure emphasized correct base orientation.""]","Katrina proposed peeling and pressing petals individually, while Shure emphasized correct base orientation.","{""DAY4_11500000_11550000"": [""SHURE"", ""TASHA"", ""KATRINA"", ""ALICE"", ""LUCIA"", ""JAKE""], ""DAY4_16200000_16250000"": [""LUCIA"", ""SHURE"", ""TASHA"", ""KATRINA"", ""JAKE""]}"
812,task_coordination,multi_span,"In the music collaboration, how was rhythm maintained in the two sessions?","[""Rhythm was kept by leg patting first, then by using an acoustic guitar."", ""Rhythm was kept by leg patting first, then by using an acoustic guitar."", ""Rhythm was kept by hand clapping first, then by using an electronic keyboard."", ""Rhythm was kept by leg patting first, then by using an electronic keyboard."", ""Rhythm was kept by hand clapping first, then by using an acoustic guitar.""]","Rhythm was kept by leg patting first, then by using an electronic keyboard.","{""DAY4_18150000_18200000"": [""JAKE"", ""SHURE"", ""LUCIA"", ""TASHA""], ""DAY6_20300000_20350000"": [""KATRINA"", ""SHURE"", ""ALICE"", ""LUCIA"", ""TASHA"", ""JAKE""]}"
813,task_coordination,multi_span,"In the musical setup, who handled documentation responsibilities in different events?","[""Jake documented rehearsal and team images, while Katrina documented the live event with photos and videos."", ""Jake documented rehearsal and team images, while Tasha documented the live event with photos and videos."", ""Alice documented rehearsal and team images, while Katrina documented the live event with photos and videos."", ""Alice documented rehearsal and team images, while Tasha documented the live event with photos and videos."", ""Alice documented team and rehearsal images, while Tasha documented the live event with photos and videos.""]","Alice documented rehearsal and team images, while Katrina documented the live event with photos and videos.","{""DAY4_22050000_22100000"": [""ALICE"", ""LUCIA"", ""TASHA"", ""SHURE"", ""JAKE"", ""KATRINA""], ""DAY6_19450000_19500000"": [""JAKE"", ""LUCIA"", ""ALICE"", ""SHURE"", ""KATRINA"", ""TASHA""]}"
814,task_coordination,multi_span,"In beverage planning, what distinct tasks did participants handle in different events?","[""One cataloged mixers and chose new soft drink purchases while another suggested drink ideas and took notes."", ""One cataloged and chose new alcohol purchases while another suggested drink ideas and took notes."", ""One cataloged and chose new alcohol purchases while another requested specific drinks and facilitated their preparation."", ""One cataloged mixers and chose new soft drink purchases while another requested specific drinks and facilitated their preparation."", ""One cataloged and chose new alcohol purchases while another suggested drink ideas and took notes.""]",One cataloged and chose new alcohol purchases while another requested specific drinks and facilitated their preparation.,"{""DAY5_15050000_15100000"": [""SHURE"", ""LUCIA"", ""JAKE"", ""TASHA"", ""KATRINA""], ""DAY7_15050000_15100000"": [""ALICE"", ""LUCIA"", ""JAKE""]}"
815,task_coordination,multi_span,"In preparing the shared meal, who handled distributing utensils and what did each distribute in different events?","[""Lucia distributed chopsticks as utensils, while Jake distributed plates and chopsticks during the shared meal."", ""Alice distributed chopsticks as utensils, while Katrina distributed plates and chopsticks during the shared meal."", ""Lucia distributed chopsticks as utensils, while Katrina distributed plates and chopsticks during the shared meal."", ""Lucia distributed chopsticks as utensils, while Jake distributed plates and chopsticks during the shared meal."", ""Alice distributed chopsticks as utensils, while Jake distributed plates and chopsticks during the shared meal.""]","Lucia distributed chopsticks as utensils, while Katrina distributed plates and chopsticks during the shared meal.","{""DAY5_12050000_12100000"": [""LUCIA"", ""ALICE"", ""TASHA"", ""JAKE"", ""KATRINA"", ""SHURE""], ""DAY7_12000000_12050000"": [""TASHA"", ""ALICE"", ""JAKE"", ""KATRINA"", ""SHURE""]}"
816,task_coordination,multi_span,"In the delivery tasks, what delivery coordination did each person handle in different events?","[""Jake handled delivery scheduling and routing, while Alice handled delivery loading and lifting support."", ""Katrina handled delivery sorting and review, while Alice handled delivery loading and lifting support."", ""Jake handled delivery scheduling and routing, while Tasha handled delivery redistribution for balanced carrying."", ""Katrina handled delivery sorting and review, while Tasha handled delivery redistribution for balanced carrying."", ""Jake handled delivery scheduling and routing, while Tasha handled delivery redistribution for balanced carrying.""]","Katrina handled delivery sorting and review, while Tasha handled delivery redistribution for balanced carrying.","{""DAY5_18450000_18500000"": [""ALICE"", ""LUCIA"", ""TASHA"", ""JAKE"", ""SHURE"", ""KATRINA""], ""DAY6_11300000_11350000"": [""LUCIA"", ""JAKE"", ""ALICE"", ""SHURE"", ""TASHA""]}"
817,task_coordination,multi_span,What task coordination actions did participants take during the auction collaboration in different events?,"[""Tasha added humorous coordination, Alice coordinated by preparing and explaining items, and Shure coordinated mood with sarcastic observing."", ""Tasha added humorous coordination, Katrina coordinated by preparing and explaining items, and Lucia coordinated mood with sarcastic observing."", ""Jake added humorous coordination, Alice coordinated by preparing and explaining items, and Lucia coordinated mood with sarcastic observing."", ""Jake added humorous coordination, Katrina coordinated by preparing and explaining items, and Shure coordinated mood with sarcastic observing."", ""Tasha added humorous coordination, Katrina coordinated by preparing and explaining items, and Shure coordinated mood with sarcastic observing.""]","Tasha added humorous coordination, Katrina coordinated by preparing and explaining items, and Lucia coordinated mood with sarcastic observing.","{""DAY6_16400000_16450000"": [""LUCIA"", ""TASHA"", ""SHURE"", ""JAKE"", ""ALICE"", ""KATRINA""], ""DAY6_16450000_16500000"": [""LUCIA"", ""TASHA"", ""SHURE"", ""JAKE"", ""ALICE""], ""DAY6_17250000_17300000"": [""JAKE"", ""LUCIA"", ""SHURE"", ""TASHA"", ""ALICE""]}"
818,task_coordination,multi_span,"In task organization, what tangible items did each participant handle in different events?","[""Alice handled bowls and vinegar packets at the table, while Jake handled sofas and stools during organization."", ""Lucia handled bowls and vinegar packets at the table, while Jake handled sofas and stools during organization."", ""Alice handled bowls and vinegar packets at the table, while Katrina handled sofas and stools during organization."", ""Lucia handled bowls and vinegar packets at the table, while Katrina handled sofas and stools during organization."", ""Lucia handled vinegar packets and bowls at the table, while Jake handled sofas and stools during organization.""]","Lucia handled bowls and vinegar packets at the table, while Katrina handled sofas and stools during organization.","{""DAY6_10400000_10450000"": [""KATRINA"", ""ALICE"", ""SHURE"", ""LUCIA"", ""JAKE"", ""TASHA""], ""DAY7_13550000_14000000"": [""LUCIA"", ""TASHA"", ""KATRINA"", ""SHURE"", ""ALICE"", ""JAKE""]}"
819,task_coordination,multi_span,"During kitchen coordination, how were tidying tasks divided versus guiding or overseeing tasks?","[""Tidying was led by Alice, while Lucia guided others and Katrina oversaw while preparing bread."", ""Tidying was led by Tasha, while Lucia guided others and Shure oversaw while preparing vegetables."", ""Tidying was led by Alice, while Lucia guided others and Katrina oversaw while preparing vegetables."", ""Tidying was led by Tasha, while Lucia guided others and Shure oversaw while preparing bread."", ""Tidying was led by Tasha, while Jake guided others and Shure oversaw while preparing vegetables.""]","Tidying was led by Tasha, while Lucia guided others and Shure oversaw while preparing bread.","{""DAY1_13400000_13450000"": [""LUCIA"", ""ALICE"", ""TASHA"", ""SHURE"", ""JAKE""], ""DAY1_20200000_20250000"": [""JAKE"", ""KATRINA"", ""TASHA"", ""LUCIA"", ""ALICE""], ""DAY4_11300000_11350000"": [""SHURE"", ""TASHA"", ""KATRINA"", ""ALICE"", ""LUCIA"", ""JAKE""], ""DAY5_19050000_19100000"": [""KATRINA"", ""TASHA"", ""SHURE"", ""JAKE"", ""LUCIA"", ""ALICE""]}"
